2020-11-29 21:09:43.476092-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.9228188395500183, -0.3266545236110687, -0.20421025156974792, -0.004915356636047363, 0.05741322040557861, -0.02253556251525879, 0.025559697300195694, 0.10522410273551941, 0.10307157039642334, 0.3327617447738961, -1.3530162566024093, 0.2680515953136467
2020-11-29 21:09:43.477486-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.9228188395500183, -0.3266545236110687, -0.20421025156974792, -0.004915356636047363, 0.05741322040557861, -0.02253556251525879, 0.025559697300195694, 0.10522410273551941, 0.10307157039642334, 0.3327617447738961, -1.3530162566024093, 0.2680515953136467
2020-11-29 21:09:43.478511-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.9228188395500183, -0.3266545236110687, -0.20421025156974792, -0.004915356636047363, 0.05741322040557861, -0.02253556251525879, 0.025559697300195694, 0.10522410273551941, 0.10307157039642334, 0.3327617447738961, -1.3530162566024093, 0.2680515953136467
2020-11-29 21:09:43.503226-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.504324-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.505333-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.512637-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.513829-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.514957-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.522175-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.523419-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.524476-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.527117-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.528228-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
tension[1134:2930107] Motion: -0.923707902431488, -0.3221553564071655, -0.20731495320796967, -7.468461990356445e-05, 0.021816551685333252, -0.010549962520599365, -0.0793120339512825, 0.08048124611377716, 0.17636479437351227, 0.3280053527735923, -1.3500170694503928, 0.269947641460566
2020-11-29 21:09:43.534895-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.9262648820877075, -0.3109167218208313, -0.21298860013484955, -0.008183479309082031, -0.020153284072875977, -0.023736298084259033, -0.4358755946159363, 0.0555628202855587, 0.3007831573486328, 0.31615739230078477, -1.3447815801931626, 0.2603488108072222
2020-11-29 21:09:43.536038-0500 DecontaminAide WatchKit Extension[1134:2930107] Motion: -0.9262648820877075, -0.3109167218208313, -0.21298860013484955, -0.008183479309082031, -0.020153284072875977, -0.023736298084259033, -0.4358755946159363, 0.0555628202855587, 0.3007831573486328, 0.31615739230078477, -1.3447815801931626, 0.2603488108072222
