2020-10-18 22:02:27.605345-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.07593958079814911, -0.05862943455576897, -0.9953872561454773, 0.04454347491264343, 0.1447349339723587, 0.02845299243927002, 0.4585805833339691, -0.42045527696609497, 0.06396808475255966, 0.058663074110678844, 0.07614399757314878, 0.020953029848783073, -0.04714977580001335, -0.24625378527699357
2020-10-18 22:02:27.614204-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.07593958079814911, -0.05862943455576897, -0.9953872561454773, 0.04454347491264343, 0.1447349339723587, 0.02845299243927002, 0.4585805833339691, -0.42045527696609497, 0.06396808475255966, 0.058663074110678844, 0.07614399757314878, 0.020953029848783073, -0.04724307443314451, -0.24625378527699357
2020-10-18 22:02:27.624802-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -1.9073486328125e-06, 0.0528230220079422, -0.07048606127500534, -0.9961131811141968, -0.03756452724337578, -0.16542989015579224, -0.019954383373260498, 0.018814245238900185, -0.561024010181427, 0.20070883631706238, 0.07054455855132585, 0.052979514174119446, 0.026623745097888434, -0.05044023257457837, -0.24625378527699357
2020-10-18 22:02:27.633624-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -9.5367431640625e-07, 0.0528230220079422, -0.07048606127500534, -0.9961131811141968, -0.03756452724337578, -0.16542989015579224, -0.019954383373260498, 0.018814245238900185, -0.561024010181427, 0.20070883631706238, 0.07054455855132585, 0.052979514174119446, 0.026623745097888434, -0.05363739071601223, -0.24625378527699357
2020-10-18 22:02:27.645042-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.0528230220079422, -0.07048606127500534, -0.9961131811141968, -0.03756452724337578, -0.16542989015579224, -0.019954383373260498, 0.018814245238900185, -0.561024010181427, 0.20070883631706238, 0.07054455855132585, 0.052979514174119446, 0.026623745097888434, -0.0568345488574461, -0.24625378527699357
2020-10-18 22:02:27.653822-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.0528230220079422, -0.07048606127500534, -0.9961131811141968, -0.03756452724337578, -0.16542989015579224, -0.019954383373260498, 0.018814245238900185, -0.561024010181427, 0.20070883631706238, 0.07054455855132585, 0.052979514174119446, 0.026623745097888434, -0.060690452270915525, -0.24625378527699357
2020-10-18 22:02:27.665531-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.043310895562171936, -0.06455440819263458, -0.9969738721847534, 0.007622674107551575, 0.045832037925720215, 0.03895080089569092, 0.01863366924226284, -0.266897976398468, 0.1442718654870987, 0.0645993288904197, 0.04341505912473621, 0.03279600689389777, -0.0638745212682346, -0.24625378527699357
2020-10-18 22:02:27.673837-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.043310895562171936, -0.06455440819263458, -0.9969738721847534, 0.007622674107551575, 0.045832037925720215, 0.03895080089569092, 0.01863366924226284, -0.266897976398468, 0.1442718654870987, 0.0645993288904197, 0.04341505912473621, 0.03279600689389777, -0.06705859026555365, -0.24625378527699357
2020-10-18 22:02:27.684840-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -1.9073486328125e-06, 0.043310895562171936, -0.06455440819263458, -0.9969738721847534, 0.007622674107551575, 0.045832037925720215, 0.03895080089569092, 0.01863366924226284, -0.266897976398468, 0.1442718654870987, 0.0645993288904197, 0.04341505912473621, 0.03279600689389777, -0.06997573771380597, -0.24625378527699357
xtension[641:1251689] Motion: -1.0728836059570312e-06, 0.043310895562171936, -0.06455440819263458, -0.9969738721847534, 0.007622674107551575, 0.045832037925720215, 0.03895080089569092, 0.01863366924226284, -0.266897976398468, 0.1442718654870987, 0.0645993288904197, 0.04341505912473621, 0.03279600689389777, -0.0728928851620583, -0.24625378527699357
2020-10-18 22:02:27.704753-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.0335402674973011, -0.07187358289957047, -0.9968496561050415, -0.0567338801920414, 0.05949889123439789, 0.049370408058166504, 0.21451449394226074, -0.13419485092163086, 0.07426854968070984, 0.07193560883814534, 0.03363357594111774, 0.037177738752865494, -0.074437949438152, -0.24625378527699357
2020-10-18 22:02:27.714379-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -2.0265579223632812e-06, 0.0335402674973011, -0.07187358289957047, -0.9968496561050415, -0.0567338801920414, 0.05949889123439789, 0.049370408058166504, 0.21451449394226074, -0.13419485092163086, 0.07426854968070984, 0.07193560883814534, 0.03363357594111774, 0.037177738752865494, -0.07598301371424569, -0.24625378527699357
2020-10-18 22:02:27.724767-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -1.0728836059570312e-06, 0.0335402674973011, -0.07187358289957047, -0.9968496561050415, -0.0567338801920414, 0.05949889123439789, 0.049370408058166504, 0.21451449394226074, -0.13419485092163086, 0.07426854968070984, 0.07193560883814534, 0.03363357594111774, 0.037177738752865494, -0.0775280779903394, -0.24625378527699357
2020-10-18 22:02:27.734864-0400 DecontaminAide WatchKit Extension[641:1251689] Motion: -1.9073486328125e-06, 0.0335402674973011, -0.07187358289957047, -0.9968496561050415, -0.0567338801920414, 0.05949889123439789, 0.049370408058166504, 0.21451449394226074, -0.13419485092163086, 0.07426854968070984, 0.07193560883814534, 0.03363357594111774, 0.037177738752865494, -0.07887333272590709, -0.24625378527699357
