gravityX,gravityY,gravityZ,accelX,accelY,accelZ,rotRateX,rotRatY,rotRateZ,attPitch,attRoll,attYaw
-0.040671561,0.21382834,-0.97602421,-0.011666052,-0.022696838,0.018077433,0.08667434,0.035297561,-0.008175478,-0.215492269,-0.041646553,-0.072780796
-0.040671561,0.21382834,-0.97602421,-0.011666052,-0.022696838,0.018077433,0.08667434,0.035297561,-0.008175478,-0.215492269,-0.041646553,-0.072780796
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.041729979,0.206996083,-0.977451384,0.000607576,0.011418134,0.013263762,0.204081655,-0.024387658,-0.021225501,-0.208503534,-0.042666727,-0.072914456
-0.042320602,0.20083192,-0.978711128,-0.007178877,-0.01905407,0.001599312,0.132184759,0.001031007,-0.000496307,-0.202207065,-0.043214235,-0.072828364
-0.042320602,0.20083192,-0.978711128,-0.007178877,-0.01905407,0.001599312,0.132184759,0.001031007,-0.000496307,-0.202207065,-0.043214235,-0.072828364
-0.042320602,0.20083192,-0.978711128,-0.007178877,-0.01905407,0.001599312,0.132184759,0.001031007,-0.000496307,-0.202207065,-0.043214235,-0.072828364
-0.042320602,0.20083192,-0.978711128,-0.007178877,-0.01905407,0.001599312,0.132184759,0.001031007,-0.000496307,-0.202207065,-0.043214235,-0.072828364
-0.042320602,0.20083192,-0.978711128,-0.007178877,-0.01905407,0.001599312,0.132184759,0.001031007,-0.000496307,-0.202207065,-0.043214235,-0.072828364
