gravityX,gravityY,gravityZ,accelX,accelY,accelZ,rotRateX,rotRatY,rotRateZ,attPitch,attRoll,attYaw
-0.943929315,-0.326293916,-0.050297331,-0.003213584,-0.009887487,-0.027584255,0.056957036,0.14474462,-0.058744486,0.332380251,-1.51756161,0.319907014
-0.943929315,-0.326293916,-0.050297331,-0.003213584,-0.009887487,-0.027584255,0.056957036,0.14474462,-0.058744486,0.332380251,-1.51756161,0.319907014
-0.943929315,-0.326293916,-0.050297331,-0.003213584,-0.009887487,-0.027584255,0.056957036,0.14474462,-0.058744486,0.332380251,-1.51756161,0.319907014
-0.943929315,-0.326293916,-0.050297331,-0.003213584,-0.009887487,-0.027584255,0.056957036,0.14474462,-0.058744486,0.332380251,-1.51756161,0.319907014
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.942642152,-0.327979952,-0.062088262,-0.008940816,-0.00872016,-0.014282823,-0.092160411,0.158817053,-0.066141151,0.334164458,-1.505025125,0.316195404
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.941003978,-0.330942929,-0.070628889,-0.024372935,-0.023121685,-0.024129093,-0.162793607,0.147155374,-0.006870796,0.337302625,-1.495879851,0.311861021
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.939953029,-0.332500696,-0.077017888,-0.037111878,-0.000430465,-0.047082901,-0.28016448,0.171556935,0.028037494,0.338953889,-1.489040949,0.306568496
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.93968302,-0.332226187,-0.081374243,-0.056669116,-0.022586048,-0.156740248,-0.28240186,0.12835452,-0.004323589,0.338662844,-1.484414282,0.300641718
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.939000845,-0.333238453,-0.085026674,-0.084160626,-0.008298516,-0.120510578,-0.138699993,0.235543817,-0.191124246,0.339736271,-1.480492443,0.296420472
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.935953379,-0.339621007,-0.092998758,-0.102817833,-0.019753486,-0.06662482,0.145179495,0.601215541,-0.425542444,0.346513933,-1.471758807,0.295048514
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
-0.930976987,-0.350180715,-0.103224508,-0.142111242,-0.087242484,-0.230593383,0.81826812,0.751668632,-0.65739888,0.357764037,-1.460369757,0.303652929
