gravityX,gravityY,gravityZ,accelX,accelY,accelZ,rotRateX,rotRatY,rotRateZ,attPitch,attRoll,attYaw
-0.93554765,-0.262469321,-0.23634854,-0.00660634,-0.024044961,-0.003687382,0.112738252,0.050479323,0.036834657,0.26558037,-1.323342766,0.207309055
-0.93554765,-0.262469321,-0.23634854,-0.00660634,-0.024044961,-0.003687382,0.112738252,0.050479323,0.036834657,0.26558037,-1.323342766,0.207309055
-0.93554765,-0.262469321,-0.23634854,-0.00660634,-0.024044961,-0.003687382,0.112738252,0.050479323,0.036834657,0.26558037,-1.323342766,0.207309055
-0.93554765,-0.262469321,-0.23634854,-0.00660634,-0.024044961,-0.003687382,0.112738252,0.050479323,0.036834657,0.26558037,-1.323342766,0.207309055
-0.93554765,-0.262469321,-0.23634854,-0.00660634,-0.024044961,-0.003687382,0.112738252,0.050479323,0.036834657,0.26558037,-1.323342766,0.207309055
-0.93554765,-0.262469321,-0.23634854,-0.00660634,-0.024044961,-0.003687382,0.112738252,0.050479323,0.036834657,0.26558037,-1.323342766,0.207309055
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935432255,-0.259001583,-0.240592971,-0.015663385,-0.048081547,0.007209837,-0.2951276,0.082621217,0.065042861,0.261988377,-1.319052953,0.200909038
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
-0.935595691,-0.254999816,-0.244204715,0.01272881,-0.004597962,0.01764226,0.019101905,0.033474166,0.063408479,0.25784751,-1.315477574,0.196784515
