2020-11-01 19:38:47.651492-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.006798543035984039, 0.03471668064594269, 0.012632429599761963, 0.16759982705116272, 0.12283993512392044, 0.07379891723394394, -0.07526317983865738, 0.15353089570999146, -0.9852734208106995, -0.15414054840509472, -0.07624005184189171, 0.005435712012574423, -0.04807628681684719, -0.2063395004171713
2020-11-01 19:38:47.652634-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.006798543035984039, 0.03471668064594269, 0.012632429599761963, 0.16759982705116272, 0.12283993512392044, 0.07379891723394394, -0.07526317983865738, 0.15353089570999146, -0.9852734208106995, -0.15414054840509472, -0.07624005184189171, 0.005435712012574423, -0.04527882645432296, -0.2063395004171713
2020-11-01 19:38:47.660976-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.006798543035984039, 0.03471668064594269, 0.012632429599761963, 0.16759982705116272, 0.12283993512392044, 0.07379891723394394, -0.07526317983865738, 0.15353089570999146, -0.9852734208106995, -0.15414054840509472, -0.07624005184189171, 0.005435712012574423, -0.04248136609179875, -0.2063395004171713
2020-11-01 19:38:47.671590-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.006798543035984039, 0.03471668064594269, 0.012632429599761963, 0.16759982705116272, 0.12283993512392044, 0.07379891723394394, -0.07526317983865738, 0.15353089570999146, -0.9852734208106995, -0.15414054840509472, -0.07624005184189171, 0.005435712012574423, -0.03968390572927453, -0.2063395004171713
2020-11-01 19:38:47.672723-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.006798543035984039, 0.03471668064594269, 0.012632429599761963, 0.16759982705116272, 0.12283993512392044, 0.07379891723394394, -0.07526317983865738, 0.15353089570999146, -0.9852734208106995, -0.15414054840509472, -0.07624005184189171, 0.005435712012574423, -0.03688644536675031, -0.2063395004171713
2020-11-01 19:38:47.680823-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.00019615888595581055, 0.011068806052207947, 0.006106555461883545, 0.15095655620098114, 0.15286390483379364, 0.09149295836687088, -0.0688650831580162, 0.1544431895017624, -0.9855987429618835, -0.15506385875014883, -0.06975794849109382, 0.009208505966267327, -0.03429889918900799, -0.2063395004171713
2020-11-01 19:38:47.691287-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.00019615888595581055, 0.011068806052207947, 0.006106555461883545, 0.15095655620098114, 0.15286390483379364, 0.09149295836687088, -0.0688650831580162, 0.1544431895017624, -0.9855987429618835, -0.15506385875014883, -0.06975794849109382, 0.009208505966267327, -0.03171135301126566, -0.09028307137014278
2020-11-01 19:38:47.692411-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.00019615888595581055, 0.011068806052207947, 0.006106555461883545, 0.15095655620098114, 0.15286390483379364, 0.09149295836687088, -0.0688650831580162, 0.1544431895017624, -0.9855987429618835, -0.15506385875014883, -0.06975794849109382, 0.009208505966267327, -0.03198589700590136, -0.09028307137014278
2020-11-01 19:38:47.700981-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.00019615888595581055, 0.011068806052207947, 0.006106555461883545, 0.15095655620098114, 0.15286390483379364, 0.09149295836687088, -0.0688650831580162, 0.1544431895017624, -0.9855987429618835, -0.15506385875014883, -0.06975794849109382, 0.009208505966267327, -0.03226044100053708, -0.09028307137014278
2020-11-01 19:38:47.711351-0500 DecontaminAide WatchKit Extension[420:525713] Motion: 0, 0, -0.00019615888595581055, 0.011068806052207947, 0.006106555461883545, 0.15095655620098114, 0.15286390483379364, 0.09149295836687088, -0.0688650831580162, 0.1544431895017624, -0.9855987429618835, -0.15506385875014883, -0.06975794849109382, 0.009208505966267327, -0.03253498499517278, -0.09028307137014278
